seed,flux,f01,f12,Ic,anharmonicity
8249,4.747480,8.387134,7.704438,0.054778,-0.682696
8249,4.797984,8.250075,7.543284,0.054310,-0.706791
8249,4.848488,8.050227,7.312847,0.053468,-0.737380
8249,4.898992,7.773977,6.986288,0.052236,-0.787689
8249,4.949496,7.389355,6.474357,0.050622,-0.914997
8249,5.000000,6.808411,0.741572,0.048662,-6.066839
52231,0.000100,18.285833,18.145551,0.494040,-0.140282
52231,0.050604,18.258632,18.117960,0.493216,-0.140672
52231,0.101108,18.176996,18.035142,0.488205,-0.141854
52231,0.151612,18.040172,17.896298,0.479082,-0.143874
52231,0.202116,17.846866,17.700058,0.465984,-0.146807
52231,0.252620,17.595180,17.444413,0.449083,-0.150767
52231,0.303124,17.282520,17.126616,0.428632,-0.155905
52231,0.353628,16.905462,16.743049,0.404907,-0.162412
52231,0.404132,16.459573,16.289044,0.378269,-0.170529
52231,0.454636,15.939167,15.758634,0.349119,-0.180533
52231,0.505140,15.336957,15.144229,0.317918,-0.192728
52231,0.555644,14.643564,14.436176,0.285193,-0.207388
52231,0.606148,13.846768,13.622165,0.251556,-0.224603
52231,0.656653,12.930352,12.686526,0.217683,-0.243826
52231,0.707157,11.872433,11.610000,0.184397,-0.262433
52231,0.757661,10.644705,10.373969,0.152687,-0.270736
52231,0.808165,9.228083,8.991327,0.123829,-0.236756
52231,0.858669,7.755726,7.638085,0.099576,-0.117641
52231,0.909173,6.924994,6.755082,0.082458,-0.169912
52231,0.959677,6.891888,6.550087,0.076201,-0.341801
52231,1.010181,6.953401,6.797958,0.084234,-0.155444
52231,1.060685,7.269738,7.268750,0.100658,-0.000988
52231,1.111189,7.786453,7.801879,0.117557,0.015425
52231,1.161693,8.331312,8.316133,0.132294,-0.015180
52231,1.212197,8.817835,8.768645,0.143944,-0.049189
52231,1.262701,9.217428,9.139581,0.152121,-0.077848
52231,1.313205,9.523535,9.421746,0.156681,-0.101789
52231,1.363709,9.736352,9.613383,0.157636,-0.122969
52231,1.414213,9.857364,9.714331,0.155124,-0.143034
52231,1.464717,9.887418,9.724190,0.149381,-0.163228
52231,1.515221,9.825968,9.641402,0.140749,-0.184566
52231,1.565725,9.670640,9.462618,0.129674,-0.208023
52231,1.616229,9.416696,9.181960,0.116737,-0.234736
52231,1.666733,9.056063,8.789694,0.102693,-0.266370
52231,1.717237,8.575211,8.269218,0.088449,-0.305993
52231,1.767741,7.949733,7.588615,0.074708,-0.361118
52231,1.818245,7.126669,6.667548,0.061650,-0.459121
52231,1.868749,5.928828,5.086506,0.049323,-0.842322
52231,1.919254,1.535089,2.637801,0.038047,1.102712
52231,1.969758,6.585639,5.661876,0.029585,-0.923763
52231,2.020262,7.813889,7.279384,0.047286,-0.534504
52231,2.070766,8.681231,8.277604,0.064802,-0.403627
52231,2.121270,9.349445,9.017738,0.081647,-0.331708
52231,2.171774,9.876358,9.590418,0.097430,-0.285940
52231,2.222278,10.291538,10.036421,0.111815,-0.255117
52231,2.272782,10.612590,10.378597,0.124521,-0.233993
52231,2.323286,10.850741,10.631094,0.135313,-0.219648
52231,2.373790,11.013315,10.803024,0.144004,-0.210291
52231,2.424294,11.104996,10.900242,0.150463,-0.204754
52231,2.474798,11.128564,10.926318,0.154611,-0.202246
52231,2.525302,11.085336,10.883120,0.156416,-0.202216
52231,2.575806,10.975454,10.771188,0.155888,-0.204266
52231,2.626310,10.798073,10.589979,0.153058,-0.208094
52231,2.676814,10.551489,10.338028,0.147972,-0.213461
52231,2.727318,10.233209,10.013030,0.140685,-0.220179
52231,2.777822,9.839950,9.611801,0.131278,-0.228148
52231,2.828326,9.367499,9.130019,0.119862,-0.237481
52231,2.878830,8.810278,8.561460,0.106605,-0.248818
52231,2.929334,8.160202,7.896133,0.091742,-0.264068
52231,2.979838,7.403864,7.115601,0.075586,-0.288264
52231,3.030342,6.514949,6.179591,0.058540,-0.335358
52231,3.080846,5.427750,4.970695,0.041152,-0.457054
52231,3.131351,3.814462,2.623441,0.024260,-1.191021
52231,3.181855,4.277338,2.661408,0.015197,-1.615930
52231,3.232359,5.991132,5.383022,0.033973,-0.608109
52231,3.282863,7.145223,6.680470,0.052301,-0.464753
52231,3.333367,8.040722,7.670321,0.069921,-0.370402
52231,3.383871,8.749499,8.449299,0.086592,-0.300201
52231,3.434375,9.310528,9.064703,0.102084,-0.245824
52231,3.484879,9.749356,9.546215,0.116200,-0.203142
52231,3.535383,10.084090,9.914548,0.128775,-0.169543
52231,3.585887,10.328072,10.184957,0.139703,-0.143115
52231,3.636391,10.491355,10.369018,0.148917,-0.122337
52231,3.686895,10.581657,10.475717,0.156408,-0.105939
52231,3.737399,10.605044,10.512242,0.162215,-0.092803
52231,3.787903,10.566504,10.484610,0.166402,-0.081893
52231,3.838407,10.470448,10.398244,0.169034,-0.072204
52231,3.888911,10.321216,10.258489,0.170154,-0.062727
52231,3.939415,10.123577,10.071104,0.169771,-0.052473
52231,3.989919,9.883218,9.842654,0.167851,-0.040564
52231,4.040423,9.607184,9.580775,0.164347,-0.026409
52231,4.090927,9.304171,9.294173,0.159243,-0.009998
52231,4.141431,8.984536,8.992299,0.152566,0.007763
52231,4.191935,8.659834,8.684612,0.144417,0.024778
52231,4.242439,8.341712,8.379502,0.134978,0.037790
52231,4.292943,8.040060,8.083027,0.124507,0.042967
52231,4.343447,7.760703,7.797747,0.113329,0.037044
52231,4.393952,7.503257,7.521831,0.101830,0.018573
52231,4.444456,7.260047,7.248543,0.090455,-0.011504
52231,4.494960,7.016562,6.966169,0.079710,-0.050393
52231,4.545464,6.753096,6.658576,0.070140,-0.094520
52231,4.595968,6.446609,6.307025,0.062138,-0.139584
52231,4.646472,6.072435,5.895689,0.055667,-0.176746
52231,4.696976,5.609493,5.429775,0.050331,-0.179717
52231,4.747480,5.069934,4.980728,0.045748,-0.089205
52231,4.797984,4.603482,4.701051,0.041776,0.097569
52231,4.848488,4.535836,4.663081,0.038603,0.127244
52231,4.898992,4.910442,4.826504,0.036759,-0.083938
52231,4.949496,5.395561,5.122390,0.037024,-0.273171
52231,5.000000,5.794422,5.427978,0.039902,-0.366444
